,REGISTRY_COD,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,COMPLIANCE_CODE,COMPLIANCE_STATUS_LATEST_YEAR,TOTAL_VERIFIED_EMISSIONS,TOTAL_SURRENDERED_ALLOWANCES,YEAR_OF_FIRST_EMISSIONS,YEAR_OF_LAST_EMISSIONS,ACCOUNT_CLOSURE,url_id,lat,lon
6647,FR,SAICA AL CHAMPBLAIN,364,6102585,35,A,2018,779361,779361,2005,NOT SET,OPEN,94923,44.60194,5.10361
6650,FR,SAINT GOBAIN ISOVER Chemillé,1152,6305094,33,A,2018,113296,113296,2009,NOT SET,OPEN,94798,47.2148,-0.7249
6653,FR,SAINT-GOBAIN ISOVER Orange,596,6400402,31,A,2018,245283,245283,2005,NOT SET,OPEN,95310,44.1295035,4.8405634
6654,FR,SAINT-GOBAIN PAM,466,6200539,24,A,2018,3140839,3140839,2005,NOT SET,OPEN,94493,46.0,2.0
6659,FR,SAM MONTEREAU SAS,672,6501936,25,A,2018,536956,536956,2005,NOT SET,OPEN,95000,48.3857896,2.9698855
6660,FR,SAM NEUVES MAISONS,465,6200499,25,A,2018,590979,590979,2005,NOT SET,OPEN,94505,48.6094747,6.1029637
6662,FR,SARA,1117,22200044,21,A,2018,838774,838774,2005,NOT SET,OPEN,95183,46.0,2.0
6663,FR,SARL RENE JEAN MARCHAL,473,6200838,1,A,2018,42025,42025,2005,NOT SET,OPEN,94455,48.9341114,5.5293085
6664,FR,SAS ERASTEEL COMMENTRY,195,5600023,24,A,2018,75241,75241,2005,NOT SET,OPEN,95644,46.2875473,2.7445683
6667,FR,SAVERGLASS,32,5101176,31,A,2018,346175,346175,2005,NOT SET,OPEN,94756,49.6468,1.8478
6670,FR,SCA HYGIENE PRODUCTS OPERATIONS,1073,10001457,35,A,2015,41576,41576,2005,2015,28-JUN-2016,95358,47.8475851,1.9377739
6687,FR,SEE BRUYERES et Fils,95,5202270,30,A,2018,137639,137639,2005,NOT SET,OPEN,95490,44.5746234,0.9792105
6699,FR,SGD SA - ST QUENTIN,210099,5108014,31,A,2018,19350,19351,2017,NOT SET,OPEN,115981,50.0667,1.45
6700,FR,SGD SA - SUCY,654,7402253,31,A,2018,315896,315898,2005,NOT SET,OPEN,95036,48.7715524,2.5035435
6706,FR,SICAL,972,7001030,35,A,2018,100249,100249,2005,NOT SET,OPEN,94986,50.7008289,2.119936
6723,FR,SKPRF Usine Alfa d'Avignon,597,6400445,35,A,2018,124678,124678,2005,NOT SET,OPEN,95306,43.92917,4.99444
6724,FR,SKPRF Usine de Rethel,223,5701178,35,A,2018,101225,101225,2005,NOT SET,OPEN,95592,49.4993777,4.3645753
6725,FR,SKPRF Usine de Saillat-sur-Vienne,331,6000314,35,A,2018,341355,341355,2005,NOT SET,OPEN,95115,45.876,0.819
6728,FR,SLV-Ta-SFF,205749,05906226B,42,A,2018,7553,7553,2013,NOT SET,OPEN,110983,47.0565495,5.4138134
6729,FR,SLV-Ta-SOLEXIS,205745,05906226A,42,A,2018,13175,13175,2013,NOT SET,OPEN,110978,47.0565495,5.4138134
6730,FR,SLV-Ta-Specialty Polymers 1,205750,05906226C,42,A,2018,0,0,2013,NOT SET,OPEN,110984,47.0565495,5.4138134
6731,FR,SLV-Ta-Specialty Polymers 2,205751,05906226D,42,A,2018,26,26,2013,NOT SET,OPEN,110985,47.0565495,5.4138134
6733,FR,SMURFITKappa Cellulose du Pin,78,5200420,35,A,2018,179983,179983,2005,NOT SET,OPEN,94511,44.6049,-0.9333
6736,FR,SNF SAS,205686,6203291,42,A,2018,272462,272462,2013,NOT SET,OPEN,110926,46.17556,3.8675
6745,FR,SOCIETE DES FOURS A CHAUX DE SORCY,519,6205449,29,A,2018,1649349,1649349,2005,NOT SET,OPEN,95526,48.6833,5.6167
6764,FR,SOCLI Izaourt,856,6804076,29,A,2018,161116,161116,2005,NOT SET,OPEN,94631,42.9973,0.5961
6771,FR,SOFIDEL FRANCE Frouard,456,6200203,35,A,2018,204599,204600,2005,NOT SET,OPEN,94560,48.76,6.1316
6772,FR,SOFIDEL FRANCE Roanne,402,6103394,35,A,2018,70145,70145,2005,NOT SET,OPEN,94799,46.0468506,4.0831237
6791,FR,SRD - Société de la Raffinerie de Dunkerque,913,7000588,21,A,2016,1709381,1709381,2005,2016,20-JUL-2018,94435,50.29306,3.57667
6793,FR,ST GOBAIN ISOVER - Châlon-sur-Saône,159,5401415,33,A,2018,36225,36225,2005,NOT SET,OPEN,94474,46.8227048,4.8616648
6796,FR,STERIMED SAS,804,6601361,35,A,2018,27151,27151,2005,NOT SET,OPEN,95367,42.4832507,2.6882395
6797,FR,STOELZLE MASNIERES PARFUMERIE,1006,7002425,31,A,2018,153023,153023,2005,NOT SET,OPEN,94892,50.1134213,3.2100691
6798,FR,STORA ENSO CORBEHEM,954,7000940,35,A,2016,52406,52406,2005,2016,07-JUN-2017,95071,50.3375642,3.0262525
6810,FR,Saint Gobain Glass France - Chantereine,40,5101610,31,A,2018,525677,525677,2005,NOT SET,OPEN,94330,49.4840914,2.8941508
6811,FR,Saint-Gobain PAM - Usine de Bayard,206159,5701253,25,A,2018,146050,146050,2013,NOT SET,OPEN,111569,48.5541,5.0768
6812,FR,Saint-Gobain PAM - Usine de Foug,206160,6200199,25,A,2018,199237,199237,2013,NOT SET,OPEN,111570,48.6782909,5.7942338
6822,FR,Site La Séguinière,581,6303646,1,A,2018,128514,128514,2005,NOT SET,OPEN,95365,47.0889324,-0.9496418
6823,FR,Site Saint Martin,576,6302382,8,A,2018,130953,130953,2005,NOT SET,OPEN,95386,46.5189,-0.8991
6862,FR,TARNAISE DES PANNEAUX,866,6802298,35,A,2018,894,894,2005,NOT SET,OPEN,94592,43.5415262,2.259319
6863,FR,TATA STEEL MAUBEUGE,206047,7001833,25,A,2018,313046,313046,2013,NOT SET,OPEN,111435,50.35917,3.525
6865,FR,TEINTURES ET APPRETS DE SAINT-QUENTIN,19,5100635,99,C,2018,NOT CALCULATED,0,2005,NOT SET,14-AUG-2006,95257,49.8262957,3.2572193
6882,FR,TERREAL Bavent,114,5304834,32,A,2018,63643,63643,2005,NOT SET,OPEN,94565,49.2307,-0.2556
6883,FR,TERREAL CHAGNY 2,1148,25200084,32,A,2018,102181,102181,2008,NOT SET,OPEN,94989,46.901942,4.764912
6884,FR,TERREAL Castelnaudary,785,6600081,32,A,2018,58800,58800,2005,NOT SET,OPEN,95441,43.3493836,1.9589872
6885,FR,TERREAL Chagny,160,5401426,32,A,2018,83595,83595,2005,NOT SET,OPEN,94472,46.9044423,4.7545899
6886,FR,TERREAL Colomiers,888,6805963,32,A,2018,188974,188974,2005,NOT SET,OPEN,94518,43.6131497,1.3076701
6887,FR,TERREAL Lasbordes,787,6600171,32,A,2018,101892,101892,2005,NOT SET,OPEN,95432,43.2925862,2.0497952
6888,FR,TERREAL Le Ségala,786,6600156,32,A,2018,114186,114186,2005,NOT SET,OPEN,95436,43.3396208,1.8360491
6889,FR,TERREAL Rieussequel,879,6802586,32,A,2018,26334,26334,2005,NOT SET,OPEN,94552,43.4902,2.5661
6890,FR,TERREAL Roumazières,1021,7201287,32,A,2018,230029,230029,2005,NOT SET,OPEN,94857,45.849,0.6368
6891,FR,TERREAL Saint Martin Lalande,790,6600334,32,A,2018,75146,75146,2005,NOT SET,OPEN,95422,43.3153474,2.0024281
6892,FR,TERREAL les Mureaux,692,6503406,32,A,2018,40098,40098,2005,NOT SET,OPEN,94706,48.985247,1.902092
6894,FR,THYSSENKRUPP ELECTRICAL STEEL UGO,210163,7002377,25,A,2018,158063,158063,2013,NOT SET,OPEN,116070,50.6150596,2.4760277
6900,FR,TOURRES & Cie,254,5800305,31,A,2018,401696,401696,2005,NOT SET,OPEN,95414,49.4943883,0.1536469
6902,FR,TRIMET Saint Jean de Maurienne,205670,6104466,26,A,2018,1500814,1500814,2013,NOT SET,OPEN,110910,45.2989,6.364
6905,FR,TUBERIE AULNOYE,205949,7000633,24,A,2018,98021,98021,2013,NOT SET,OPEN,111284,50.1941933,3.8230517
6906,FR,TUILERIE MONIER SIGNY L'ABBAYE,1161,5703186,32,A,2018,61659,61659,2009,NOT SET,OPEN,94765,49.7618,4.5077
6912,FR,Thermal Ceramics de France St Marcellin,206804,6103481,33,A,2018,10176,10176,2013,NOT SET,OPEN,112391,45.4955,4.1692
6913,FR,Total usine de Carling atelier polyéthylène,206132,6201762,42,A,2018,45245,45245,2013,NOT SET,OPEN,111532,49.0204,6.4173
6914,FR,Tuilerie MONIER LIMOUX MASSIA,1130,18200148,32,A,2018,171425,171425,2005,NOT SET,OPEN,94418,43.0432441,2.245424
6915,FR,Tuilerie MONIER MARSEILLE,648,6403649,32,A,2018,82300,82300,2005,NOT SET,OPEN,95049,42.9712,-75.2061
6916,FR,Tuilerie MONIER ROUMAZIERES,1028,7201508,32,A,2018,121270,121270,2005,NOT SET,OPEN,95614,45.849,0.6368
6921,FR,UGITECH SA - Site d'Ugine,439,6104505,24,A,2018,388124,388124,2005,NOT SET,OPEN,94661,45.7485445,6.4310688
6931,FR,UPM CHAPELLE DARBLAY,280,5800441,35,A,2018,153863,153863,2005,NOT SET,OPEN,95270,49.3556,1.0065
6932,FR,UPM PAPETERIES DE DOCELLES,500,6202183,35,B,2014,26491,25136,2005,2014,23-JUN-2015,94338,48.1484344,6.6216509
6933,FR,URSA Saint-Avold,490,6201748,31,A,2018,43485,43485,2005,NOT SET,OPEN,94375,48.8625,7.03139
6934,FR,USINE DESVRES,207223,7001630,32,A,2018,135360,135360,2013,NOT SET,OPEN,112871,50.2657912,3.9357796
6949,FR,Usine Wienerberger à Ollainville 91430,709,6504729,8,A,2014,6842,6842,2005,2014,02-FEB-2015,94671,48.5921877,2.2082679
6952,FR,Usine chimique de Lavéra LPG,206056,6410379,42,A,2018,353794,353794,2013,NOT SET,OPEN,111443,43.4074,5.0553
6958,FR,Usine de Lantenne-Vertières (25170),313,5900367,32,A,2018,159066,175494,2005,NOT SET,OPEN,95170,47.2726,5.8299
6961,FR,Usine de Seltz (67470),851,6700794,32,A,2018,122721,141711,2005,NOT SET,OPEN,95222,48.8950406,8.1065211
6963,FR,Usine à Chaux CIFC,626,6401022,30,A,2018,1169697,1169700,2005,NOT SET,OPEN,95102,46.0,2.0
6964,FR,V & B La Ferté Gaucher,206321,6501028,32,A,2018,107007,107009,2013,NOT SET,OPEN,111817,48.7840616,3.2848874
6965,FR,VALLOUREC BEARING TUBES,205944,5403185,28,A,2018,62720,62720,2013,NOT SET,OPEN,111276,47.5595,4.2795
6966,FR,VALLOUREC TUBES FRANCE- Tuberie de Déville,205948,5800571,28,A,2018,117211,117211,2013,NOT SET,OPEN,111283,49.4694,1.0521
6967,FR,VALLOUREC TUBES FRANCE- Tuberie de St Saulve,205947,7000632,25,A,2018,167017,167017,2013,NOT SET,OPEN,111282,50.3714,3.5561
6973,FR,VERALLIA FRANCE - Chalon sur Saône,144,5401220,31,A,2018,872204,872204,2005,NOT SET,OPEN,94688,46.8056303,4.8421979
6974,FR,VERALLIA FRANCE - Cognac,1032,7201655,31,A,2018,686399,686399,2005,NOT SET,OPEN,95601,45.6815843,-0.3274523
6975,FR,VERALLIA FRANCE - Lagnieu,351,6102124,31,A,2018,691370,691370,2005,NOT SET,OPEN,94969,43.2682,2.0366
6976,FR,VERALLIA FRANCE - Oiry,233,5701543,31,A,2018,255503,255503,2005,NOT SET,OPEN,95563,48.9976,3.9676
6977,FR,VERALLIA FRANCE - Saint Romain Le Puy,406,6103493,31,A,2018,376562,376562,2005,NOT SET,OPEN,94786,45.5577538,4.1213729
6978,FR,VERALLIA FRANCE - Vauxrot,9,5100257,31,A,2018,331249,331249,2005,NOT SET,OPEN,94367,49.3985636,3.3322766
6980,FR,VERESCENCE FRANCE Usine de Mers-Les-Bains,305,5801681,31,A,2018,435495,435496,2005,NOT SET,OPEN,95187,50.0654,1.3881
6981,FR,VERRERIES BROSSE SAS,298,5801049,31,A,2018,106623,106623,2005,NOT SET,OPEN,95205,49.8346213,1.7192433
6982,FR,VERSALIS FRANCE SAS,1004,7000794,42,A,2018,3880989,3880989,2005,NOT SET,OPEN,94895,50.971,2.2362
6984,FR,VICAT - St Egrève,389,6103108,30,A,2018,1054295,1054295,2005,NOT SET,OPEN,94830,45.2345484,5.6695055
6985,FR,VICAT - usine de créchy,196,5600024,30,A,2018,965661,965661,2005,NOT SET,OPEN,95643,46.2544481,3.427324
6986,FR,VICAT Usine de Montalieu,368,6102824,29,A,2018,4442849,4442849,2005,NOT SET,OPEN,94909,45.8406,5.3555
6987,FR,VICAT Usine de Xeuilley,471,6200725,29,A,2018,1954286,1954286,2005,NOT SET,OPEN,94466,48.566,6.099
6988,FR,VICAT- PAPETERIE VIZILLE,395,6103265,29,A,2018,26039,26039,2005,NOT SET,OPEN,94814,45.0673029,5.7696139
6993,FR,VOA VERRERIE D'ALBI,864,6802238,31,A,2018,456752,456752,2005,NOT SET,OPEN,94598,43.73167,1.81333
6996,FR,Verrerie d'Arques (Arc France),915,7000621,31,A,2018,1474703,1474703,2005,NOT SET,OPEN,94431,50.7266549,2.3067811
6998,FR,WEPA FRANCE,947,7000915,35,A,2018,174915,174915,2005,NOT SET,OPEN,95094,50.7712,3.0846
6999,FR,WEPA TROYES SAS,246,5702271,35,A,2018,80665,80665,2005,NOT SET,OPEN,95476,48.2884,4.0195
7001,FR,WIENERBERGER - Betschdorf,830,6700598,32,A,2018,109650,120194,2005,NOT SET,OPEN,95287,48.8992053,7.9106038
7002,FR,WIENERBERGER - Briqueterie d'Achenheim,835,6700637,32,A,2018,124224,124224,2005,NOT SET,OPEN,95271,48.5807049,7.6326301
7003,FR,WIENERBERGER PONT DE VAUX,352,6102201,32,A,2018,99156,99156,2005,NOT SET,OPEN,94965,46.433766,4.945732
7004,FR,WIENERBERGER-Briqueterie Portes de l'Anjou,1156,6304981,32,A,2018,108529,108529,2009,NOT SET,OPEN,94784,47.6512,-0.2062
7006,FR,WINOA,204293,6102870,24,A,2018,115717,115717,2013,NOT SET,OPEN,109752,45.3866769,5.9987937
7007,FR,Wienerberger Flines Lez Raches,894,7000034,32,A,2018,40226,40226,2005,NOT SET,OPEN,94485,50.4320364,3.1851114
7010,FR,Yara France Usine de Montoir,205532,6300918,38,A,2018,78861,78861,2013,NOT SET,OPEN,110770,47.3069012,-2.1053306
7011,FR,Yara France Usine de Pardies,205531,5202760,38,A,2018,57839,57839,2013,2018,OPEN,110769,43.3833,-0.65
7095,GB,"20"" Pipe Mill",204988,UK-E-IN-12671,25,A,2018,82914,82914,2013,NOT SET,OPEN,110373,54.6521892,-1.2137691
7451,GB,AES Kilroot Power Ltd,578,UK-N-IN-12126,1,A,2018,11759585,11759585,2005,NOT SET,OPEN,97735,54.72661429999999,-5.7640742
7452,GB,AGC Knottingley,956,UK-E-IN-11693,7,A,2018,329231,329231,2007,NOT SET,OPEN,97439,53.7862705,-1.5295552
7453,GB,AGC Leeds,955,UK-E-IN-11533,7,A,2018,382659,382659,2007,NOT SET,OPEN,97438,53.7862705,-1.5295552
7454,GB,AHLSTROM-MUNKSJO CHIRNSIDE LIMITED,993,UK-S-IN-12343,36,A,2018,114249,114249,2007,NOT SET,OPEN,97477,55.79895209999999,-2.2393706
7457,GB,Aberdeen Compressor Station,620,UK-S-IN-12358,1,A,2018,314497,314497,2005,NOT SET,OPEN,97091,52.274097,-1.567345
7458,GB,Aberthaw Cement Plant,731,UK-W-IN-11738,29,A,2018,2041859,2041859,2005,NOT SET,OPEN,96762,52.44753660000001,-1.7229814
7461,GB,Addenbrookes CESU,496,UK-E-IN-11798,1,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,97184,52.17506,0.141723
7463,GB,Ahlstrom-Munksjo Chirnside Limited,986,UK-E-IN-11576,35,EXCLUDED SINCE 2013,0,0,0,2007,NOT SET,OPEN,97478,53.557787,-2.336487
7466,GB,Airbus UK Ltd Filton,1049,GB-EA-ETCO2-0637,1,A,2013,0,0,2007,2013,01-AUG-2013,96824,51.458457,-2.574165
7467,GB,Alba FSU,23,GB-DTI2300,1,A,2018,45432,45432,2005,NOT SET,OPEN,96767,51.5065785,-0.0260943
7468,GB,Alba Northern,22,GB-DTI2200,1,A,2018,1005842,1005842,2005,NOT SET,OPEN,96764,51.5065785,-0.0260943
7470,GB,Alderley Park,466,UK-E-IN-11783,1,A,2018,81596,81598,2005,NOT SET,OPEN,96778,53.277552,-2.230068
7471,GB,Aldermaston Combustion,235,UK-E-IN-11574,1,A,2018,211326,211326,2005,NOT SET,OPEN,97936,51.3629696,-1.1419297
7474,GB,Allen & Overy LLP,1082,UK-E-IN-11951,1,A,2018,10697,10697,2007,NOT SET,OPEN,97589,51.51957849999999,-0.0773253
7475,GB,Allscott Sugar Factory,724,GB-EA-ETCO2-0591,1,A,2013,0,0,2005,2013,30-JUN-2014,96753,52.5441842,-0.2532236
7476,GB,Alrewas Compressor Station,114,UK-E-IN-11429,1,A,2018,14754,14754,2005,NOT SET,OPEN,97069,52.274097,-1.567345
7477,GB,Altnagelvin H&SS Trust,573,UK-N-IN-12114,1,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,97719,54.9981,-7.3093
7480,GB,Andrew,685,GB-DTI3400,1,A,2018,650934,650934,2005,NOT SET,OPEN,97956,57.1961867,-2.1820629
7481,GB,Anglesey Aluminium Metal Ltd,205764,UK-W-IN-12672,26,A,2013,3799,3799,2013,2013,12-DEC-2014,110993,53.2943332,-4.5947647
7482,GB,Aniline Plant,204625,UK-E-IN-12725,42,A,2018,27731,27731,2013,NOT SET,OPEN,110653,54.6366352,-1.3282744
7486,GB,Archer Daniels Midland Erith Ltd,459,UK-E-IN-11779,1,A,2018,443810,443810,2005,NOT SET,OPEN,97053,51.493721,0.1696101
7487,GB,Arconic Manufacturing (GB) Ltd,204036,UK-E-IN-12608,27,A,2018,193670,193670,2013,NOT SET,OPEN,109451,52.4846108,-1.7849887
7488,GB,Ardagh Glass - Headlands,855,UK-E-IN-11669,31,A,2018,426937,426937,2007,NOT SET,OPEN,97204,53.7065961,-1.2561337
7489,GB,Ardagh Glass - Wheatley,856,UK-E-IN-11670,31,A,2018,630323,630323,2007,NOT SET,OPEN,97205,53.55251209999999,-1.0840346
7490,GB,Ardagh Glass Limited,858,UK-S-IN-12388,31,A,2018,386738,386738,2007,NOT SET,OPEN,97207,55.604684,-4.6770851
7491,GB,Ardagh Glass Ltd,328,UK-E-IN-11902,31,A,2018,920380,920380,2005,NOT SET,OPEN,97203,53.571392,-1.4371192
7492,GB,Arjowiggins Ivybridge Limited,947,UK-E-IN-11855,9,A,2013,0,0,2006,2013,01-JUL-2014,97326,50.393795,-3.91964
7494,GB,Armada,50,GB-DTI6400,1,A,2018,691843,691843,2005,NOT SET,OPEN,96829,57.1426919,-2.1199824
7496,GB,Arnish Point,1258,UK-S-IN-12378,1,EXCLUDED SINCE 2013,0,0,0,2010,NOT SET,OPEN,98025,58.189343,-6.37547
7498,GB,Aston University Energy Centre,1130,UK-E-IN-12001,1,EXCLUDED SINCE 2013,0,0,0,2009,NOT SET,OPEN,97816,52.4868584,-1.8882174
7499,GB,Athena,202656,DTI1016,21,A,2016,191713,191713,2012,2016,25-JAN-2017,107760,57.1434219,-2.1166588
7502,GB,Avonmouth STW CHP & Standby Generation,295,UK-E-IN-11645,1,A,2018,22918,22918,2005,NOT SET,OPEN,98232,51.51298389999999,-2.6751957
7503,GB,Aylesbury Compressor Station,115,UK-E-IN-11430,1,A,2018,1707,1707,2005,NOT SET,OPEN,97071,52.274097,-1.567345
7504,GB,Aylesford Paper Mills,875,UK-E-IN-11498,36,A,2015,57508,57508,2007,2015,23-NOV-2015,97365,51.307126,0.4508746999999999
7506,GB,BAE Land Systems - Birtley,287,GB-EA-ETCO2-0482,1,A,2013,0,0,2005,2013,14-JAN-2014,98202,53.0872736,-2.323618
7507,GB,BAE SYSTEMS - Warton,237,GB-EA-ETCO2-1517,1,A,2013,0,0,2005,2013,01-AUG-2013,97885,53.7733333,-2.5694444
7510,GB,BAE Systems - Samlesbury,909,GB-EA-ETCO2-1518,1,A,2013,0,0,2007,2013,13-AUG-2013,97886,53.7733333,-2.5694444
7513,GB,BASF plc - Bradford,1017,UK-E-IN-13277,42,A,2018,431050,431050,2007,NOT SET,OPEN,98252,54.75844,-2.69531
7516,GB,BMW (UK) Manufacturing Ltd,163,UK-E-IN-11487,1,A,2018,251842,251842,2005,NOT SET,OPEN,97390,51.730381,-1.199469
7517,GB,BNFL Sellafield,338,GB-EA-ETCO2-0613,1,A,2013,0,0,2005,2013,10-JUN-2014,98285,54.4250625,-3.5044724
7518,GB,BOILERS FOR DISTRICT STEAM & HW,392,UK-E-IN-12049,1,A,2018,74618,74618,2005,NOT SET,OPEN,98164,50.801119,-1.1083
7519,GB,"BP Chemicals Ltd, Hull",358,UK-E-IN-11701,1,A,2018,2118347,2118347,2005,NOT SET,OPEN,96789,53.7339662,-0.2388755
7520,GB,BRITISH AIRWAYS HEATHROW MAINTENANCE BASE,680,UK-E-IN-11788,1,A,2018,69970,69970,2005,NOT SET,OPEN,96746,51.485556,-0.486111
7527,GB,Balcas Invergordon,1131,GB-ETS-N-20027,1,A,2013,0,0,2009,2013,12-NOV-2013,97822,57.705719,-4.148079
7532,GB,Barclays Capital - Northolt,1107,UK-E-IN-11944,1,A,2018,613,613,2008,NOT SET,OPEN,97632,51.542706,-0.365003
7533,GB,Barclays Capital 5 North Colonnade,1112,UK-E-IN-11943,1,EXCLUDED SINCE 2013,0,0,0,2008,NOT SET,OPEN,97633,51.5047645,-0.0147563
7534,GB,Barclays Data Centre,782,UK-E-IN-11878,1,A,2018,2032,2032,2006,NOT SET,OPEN,97128,51.86385259999999,-2.1983189
7535,GB,Barclays Data Centre Slough,1255,UK-E-IN-12034,1,A,2018,234,234,2010,NOT SET,OPEN,97129,51.5159436,-0.6162717
7536,GB,Barclays Head Office,780,UK-E-IN-11877,1,A,2018,5180,5180,2006,NOT SET,OPEN,97124,51.5052128,-0.0140322
7538,GB,Barrington Works,92,GB-EA-ETCO2-0082,6,A,2013,0,0,2005,2013,30-JUN-2014,96992,51.4282615,-0.5328906999999999
7539,GB,Barrow Mill,1015,UK-E-IN-11601,9,A,2018,361247,361247,2007,NOT SET,OPEN,97577,54.133058,-3.230362
7540,GB,Barrow Works,1009,UK-E-IN-11996,1,A,2018,177333,177333,2007,NOT SET,OPEN,97796,52.7585232,-1.1123231
7542,GB,Basell Polyolefins UK Ltd - Carrington,413,UK-E-IN-11742,1,A,2018,121618,121618,2005,NOT SET,OPEN,96942,53.4302873,-2.3973909
7543,GB,Basildon Hospital,253,UK-E-IN-11590,1,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98042,51.557679,0.450587
7546,GB,Battery Point Power Station,630,UK-S-IN-12369,1,A,2018,24374,24374,2005,NOT SET,OPEN,98024,58.204986,-6.374819
7547,GB,Batts Combe Lime Kiln,985,UK-E-IN-12017,30,A,2015,58392,58392,2007,2015,20-MAY-2016,97433,51.2869869,-2.7762911
7550,GB,Beattock Compressor Station,663,UK-S-IN-12404,1,A,2018,211774,211774,2005,NOT SET,OPEN,98240,54.75844,-2.69531
7552,GB,Beckton Sewage Treatment Works,1124,UK-E-IN-11989,1,A,2018,41980,41980,2008,NOT SET,OPEN,98197,51.524356,0.077992
7553,GB,Belfast City Hospital,576,UK-N-IN-12133,1,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,97728,54.58782,-5.942200499999999
7555,GB,Beryl Alpha,16,GB-DTI1600,1,A,2018,2151127,2151127,2005,NOT SET,OPEN,98261,57.144074,-2.108823
7556,GB,Beryl Bravo,17,GB-DTI1700,1,A,2018,1299886,1299886,2005,NOT SET,OPEN,98264,57.1470127,-2.0820572
7558,GB,Billingham Fertilizer Works,194,UK-E-IN-11523,41,A,2018,5807209,5807209,2005,NOT SET,OPEN,97251,54.571607,-1.320119
7560,GB,Bishop Auckland Compressor Station,105,UK-E-IN-11419,1,A,2018,131867,131867,2005,NOT SET,OPEN,97037,52.274097,-1.567345
7565,GB,Blockleys Brickworks,292,UK-E-IN-11642,8,EXCLUDED SINCE 2013,0,0,0,2005,NOT SET,OPEN,98223,52.762615,-1.294209
7567,GB,Boiler House,777,GB-EA-ETCO2-1294,1,A,2013,0,0,2006,2013,06-JUN-2014,97083,54.9388301,-1.580154
7571,GB,Bombardier Aerospace,580,UK-N-IN-12121,1,A,2018,71094,71094,2005,NOT SET,OPEN,97741,54.5833,-5.9333
7576,GB,Bradford CHP plant (NuFarm),847,UK-E-IN-11519,99,A,2018,179904,179904,2007,NOT SET,OPEN,97727,53.741157,-1.755199
7578,GB,Brae Alpha,38,GB-DTI5200,1,A,2018,1435876,1435876,2005,NOT SET,OPEN,96817,57.1412166,-2.1482106
7579,GB,Brae Bravo,39,GB-DTI5300,1,A,2018,1585611,1585611,2005,NOT SET,OPEN,96820,57.1412166,-2.1482106
7584,GB,Bridgend Mill,913,GB-EA-ETCO2-0125,9,A,2013,0,0,2007,2013,30-JUN-2014,97378,51.572013,-3.62015
7585,GB,Bridgend Operation,922,UK-W-IN-12920,36,A,2018,225107,225107,2007,NOT SET,OPEN,97380,51.572013,-3.62015
7586,GB,Bridgnorth Aluminium Limited,205170,UK-E-IN-12593,27,A,2018,146996,146996,2013,NOT SET,OPEN,110553,52.5275984,-2.3947254
7589,GB,Bristol Energy Limited,268,UK-E-IN-11967,1,A,2018,30438,30438,2005,NOT SET,OPEN,97705,51.5661777,-0.3384426
7591,GB,Britannia,10,GB-DTI1000,1,A,2018,1949531,1949531,2005,NOT SET,OPEN,98237,51.5140436,-0.1555414
7592,GB,British Ceramic Tile - Heathfield,204525,UK-E-IN-12613,32,B,2018,228247,187574,2013,NOT SET,OPEN,110215,50.5769995,-3.6597244
7594,GB,British Sugar plc - Newark,727,UK-E-IN-11673,1,A,2018,682698,682698,2005,NOT SET,OPEN,96757,52.561929,-0.254739
7597,GB,Bromley Princess Royal Hospital Energy,297,UK-E-IN-11647,1,A,2018,16739,16739,2005,NOT SET,OPEN,97857,51.366243,0.059146
7598,GB,Broomfleet Works,205516,UK-E-IN-12651,32,A,2018,155526,155526,2013,NOT SET,OPEN,110923,53.740991,-0.689225
7604,GB,Burghfield,314,UK-E-IN-11659,1,A,2018,27425,27425,2005,NOT SET,OPEN,98239,51.426412,-1.005895
7608,GB,Bury St Edmunds Sugar Factory,725,UK-E-IN-11674,1,A,2018,1637592,1637592,2005,NOT SET,OPEN,96754,52.5441842,-0.2532236
7611,GB,CELSA Manufacturing (UK) Ltd - New Melt Shop,743,UK-W-IN-11838,24,A,2018,294987,294987,2005,NOT SET,OPEN,96872,51.4790179,-3.1386728
7612,GB,CELSA Manufacturing (UK) Ltd – Rod & Bar Mill,206096,UK-W-IN-12611,25,A,2018,274142,274142,2013,NOT SET,OPEN,111481,51.470114,-3.156977
7613,GB,CELSA Manufacturing (UK) Ltd – Sections Mill,206095,UK-W-IN-12612,25,A,2018,140819,140819,2013,NOT SET,OPEN,111480,51.481294,-3.141059
7614,GB,CPUK Bromborough,1016,UK-E-IN-11403,1,A,2018,153697,153697,2007,NOT SET,OPEN,97504,53.3451119,-2.9800874
7615,GB,CPUK Staverton,1253,UK-E-IN-12032,1,EXCLUDED SINCE 2013,0,0,0,2010,NOT SET,OPEN,97505,51.347932,-2.207588
7619,GB,Calvert Landfill Site,323,GB-EA-ETCO2-1532,1,A,2013,0,0,2005,2013,01-AUG-2013,97991,51.9147162,-1.0001538
