,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
RO-05-21-2007,,,35620,37615,25879,25020,10759,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-37-2012,,,185497,180390,81213,68579,79013,97611,97501,101135,125097,128983,147415,188540,186639
RO-34-2012,,,108340,121555,77256,113278,121666,52572,52610,66418,71016,80383,84399,98124,89700
RO-36-2012,,,185087,140919,102450,89032,82931,89918,97624,92742,106240,149239,167660,126310,162116
RO-07-15-2006,,,Not Reported,6702,3441,1919,80,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-191-2013,,,Not Reported,7607,8341,10351,4057,3696,2824,0,Excluded,Excluded,Excluded,Excluded,
RO-02-08-2007,,,12959,5616,0,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-177-2013,,,3850,3468,1649,1656,1680,0,0,0,Excluded,Excluded,Excluded,Excluded,
RO-74-2013,,,,12476,2572,11135,13703,11463,15959,19076,20017,12001,17361,15223,14459
RO-133-2013,,,70022,84853,80762,79887,82162,66216,42666,45893,46912,51018,44155,46610,30408
RO-26-2012,,,,,,,32228,28273,13957,14308,15801,15596,17778,17266,16605
RO-173-2013,,,18912,14567,16387,20473,39965,26814,966,385,280,317,,,
RO-MS-292-2011,,,4263,4648,4909,3738,4111,2727,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-03-26-2007,,,39081,38165,10859,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-58-2013,,,,,,1337,15873,14072,14334,13110,12916,12725,18981,18873,15655
RO-39-2012,,,6757,7586,7581,6749,7271,7509,7016,6646,7214,7541,8975,13397,9750
RO-12-2012,,,191,5,97,5,5,10,0,0,0,Excluded,Excluded,Excluded,
RO-07-08-2006,,,176492,172708,132933,10231,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-AB-01-2006,,,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-189-2013,,,11250,13427,10521,10983,10007,7470,7791,7211,8322,8165,8036,7814,7384
RO-51-2012,,,996229,1065263,756221,754596,874420,791539,788301,814070,941840,799084,901712,939643,1048635
RO-52-2012,,,721781,802237,918709,719419,814525,807094,743922,836338,968028,917535,935385,1089991,1039764
RO-09-2012,,,55573,46086,29937,37656,44137,13462,2986,4084,4603,4460,4377,,
RO-06-2012,,,,,,18584,24456,8577,21,1592,3977,4246,3774,3280,1529
RO-203-2014,,,,,,,,,,11961,58317,61410,61589,45095,45712
RO-01-05-2007,,,14655,13974,9046,2274,0,0,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-43-2012,,,5793,5504,3619,10020,7237,5525,5860,5326,6441,7572,7538,9005,7540
RO-115-2013,,,12960,9575,6615,2498,4168,1250,34,19,11,8,,,
RO-158-2013,,,131597,127414,143437,133676,146798,77146,78281,92043,104576,88026,96719,94007,85145
RO-132-2013,,,10689,11027,16370,21930,20802,20900,11522,11252,18368,18090,18967,18941,17855
RO-130-2013,,,6618,9236,12095,11839,10775,10317,9381,6818,7319,8138,8708,7844,2032
RO-142-2013,,,15709,9541,0,9,10,9,0,0,Excluded,Excluded,Excluded,Excluded,
RO-139-2013,,,850224,804814,719211,612214,439006,384802,326655,368967,343082,424002,389337,431511,645532
RO-96-2013,,,10343,7230,709,0,0,2431,8700,10085,4904,4455,4327,,
RO-152-2013,,,7620,6789,4447,4703,4321,3639,2353,2693,2587,2626,2780,2943,1880
RO-32-2012,,,2604,2567,1900,2120,2137,2139,2497,1318,1622,1590,628,1439,0
RO-44-2012,,,118396,88082,69963,53404,40876,27610,19243,17458,19498,23589,19514,21663,17090
RO-MS-467-2006,,,0,0,0,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-153-2013,,,48121,32770,4422,172,339,184,147,121,106,43,,,
RO-134-2013,,,259636,74999,8385,6074,6479,4606,1587,380,228,113,16,,
RO-05-05-2007,,,892,472,0,Not Reported,Not Reported,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-49-2012,,,3503,1668,1568,590,996,456,171,95,68,0,,,
RO-IS-01-2007,,,4141,4231,0,0,0,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-04-03-2007,,,44712,23097,0,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-167-2013,,,379,0,0,0,0,0,0,0,0,Excluded,,,
RO-135-2013,,,776480,764658,668371,632162,660727,782742,747198,883963,813286,984821,918383,906200,963953
RO-170-2013,,,118890,111271,98990,122980,112225,110806,115453,112534,112367,113198,110646,98888,70662
RO-125-2013,,,,15897,8205,9568,9652,10916,17320,17067,17578,3632,3969,10705,18863
RO-151-2013,,,30651,29540,19443,34845,34003,36303,33019,33984,35488,36632,36520,36542,35925
RO-21-2012,,,3540,3565,2763,3105,4214,4023,3295,3585,3605,2941,2878,2589,2288
RO-185-2013,,,38106,38338,31842,31903,36678,34389,34500,51360,49926,50342,48140,51150,49693
RO-118-2013,,,32870,24191,8083,30528,34500,32924,26271,34045,28126,27237,41546,42240,42776
RO-84-2013,,,31008,31411,19145,34071,39440,42768,44929,51998,51317,50261,52741,54655,52937
RO-146-2013,,,46993,35120,12963,23738,19765,17958,21193,5326,21,7,,,
RO-07-22-2006,,,0,0,0,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-07-31-2007,,,7463,6686,3051,512,2084,487,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-27-2012,,,102582,91140,82359,72890,73955,89966,76400,71083,69940,61851,66140,69963,72724
RO-05-6-2008,,,1610,1485,1500,1330,1249,1187,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-03-21-2009,,,190210,137541,83214,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-VS-1-2011,,,,,,,1157,1368,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-03-19-2006,,,192023,98240,3065,2659,5487,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-89-2013,,,4997,4488,3385,2415,2290,2488,1553,955,873,283,0,Not Reported,
RO-127-2013,,,4108,4431,4260,1597,653,340,50,0,Excluded,Excluded,Excluded,Excluded,
RO-92-2013,,,7010,5444,4881,4942,3988,3672,2611,1939,1747,,,,
RO-68-2013,,,7781,6672,2248,2712,3747,2364,1240,1562,887,134,,,
RO-01-03-2007,,,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-05-24-2007,,,30590,0,0,0,0,0,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-DJ-02-2007,,,11662,12424,8188,3806,0,Not Reported,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-03-29-2007,,,3192,1532,143,107,115,81,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,
RO-180-2013,,,71254,51495,52965,71797,53659,59650,46527,53591,24930,10711,4676,28807,20960
RO-45-2012,,,19858,16309,15164,15770,14132,11848,14627,15974,16242,15290,13725,14609,17355
RO-47-2012,,,,16437,19881,22067,23078,21059,21095,22732,31128,24046,24393,22896,23745
RO-162-2013,,,11922,8632,4472,4467,4172,0,38,2609,1868,5585,9547,16324,12155
RO-46-2012,,,33133,30369,21523,13797,16965,23184,19539,27213,29723,21928,20959,19257,20299
RO-129-2013,,,22114,19173,14517,14613,11639,13057,14294,13526,13140,12970,13246,12518,13448
RO-156-2013,,,7613,9799,17168,14673,12015,13047,7310,6263,23117,25040,25453,29368,31962
RO-48-2012,,,10198,10147,0,0,0,0,0,0,0,Excluded,Excluded,,
RO-80-2013,,,59841,58590,43365,55883,60223,62993,60500,63706,61214,62579,68719,70065,65057
RO-64-2013,,,85898,21663,15913,26192,30169,31848,29871,28511,25493,21950,33815,28046,22663
RO-61-2013,,,,,,,4382,9061,11393,11802,12776,16297,19832,20812,17160
RO-126-2013,,,16732,19724,21474,26007,21444,21914,21182,27948,29350,24514,25397,27146,25938
21-563-12803-2004,52036,50465,57248,110135,88240,135074,111841,100140,99956,97627,88586,92984,92098,90948,91011
08-563-011417-2004,6679,6577,6998,7361,8619,8991,7498,7241,8069,7064,6777,7933,7901,5700,5804
14-563-050996-2004,68848,72269,60588,60275,55457,59073,60675,60009,63516,63544,63898,58649,65569,63704,62946
18-563-010730-2004,24134,25250,31755,25110,15799,16563,15821,12185,16290,16248,12121,15145,19439,20033,15156
20-563-015387-2004,47306,44159,40545,125218,100892,113020,126131,111531,104745,105566,124464,129759,138972,134578,134764
12-563-26678-2012,,,,,,,,,76,39,44,30,142,193,219
18-563-012234-2004,30964,30961,32867,36369,34609,21564,16212,7806,7927,7790,7990,13942,15776,16322,17301
25-563-15855-2004,15417,10828,14789,12445,13355,13884,9592,14560,10938,9019,8089,5604,9036,7726,
20-563-014012-2004,67546,76250,60946,77712,66459,61966,65665,78847,60961,47891,53959,63512,65699,58930,61176
05-563-017962-2004,80363,86420,78107,78863,48115,53405,48573,37456,22056,9838,9229,14911,15722,18870,13041
17-563-012164-2004,24557,12621,18699,18453,19712,19380,12571,10295,7714,7424,8743,6981,8121,9351,4334
21-563-13796-2004,226,375,89,48,732,947,531,539,279,160,5,383,18,0,0
SE-12-563-27024-2012,,,,,,,,,1128,1014,1317,1811,1726,1659,1179
09-563-6204-04,1862,1648,2473,1270,2409,2040,1229,1006,1564,1206,,,,,
01-563-079835-2004,1103,4664,535,1061,3199,4392,1619,2058,424,797,285,285,701,479,349
08-563-010405-2004,247972,252354,238149,278078,243551,246779,258269,253847,228857,255426,246109,236739,250997,238753,64606
22-563-013247-2004,20588,23745,15992,17506,1833,1283,1912,2409,2272,2541,4699,4267,4689,2344,3385
01-563-076167-2004,63,5,0,0,0,0,0,0,0,0,,,,,
03-563-013707-2004,2347,2230,3577,3330,945,3087,2887,2185,961,875,748,,,,
23-563-10847-04,0,0,0,0,0,0,0,0,0,,,,,,
20-563-013112-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-563-46584-2004,44,0,0,0,0,0,0,0,0,,,,,,
05-563-015373-2004,640,26900,145,18909,15613,0,0,26345,26548,42103,41716,53602,45850,37621,33198
17-563-010253-2004,75188,50170,56528,44942,43080,36041,17362,17852,21167,23240,18800,15578,15320,31211,26591
20-563-012865-2004,76062,79756,47530,19660,987,0,0,0,0,0,0,0,0,0,0
03-563-0015956-2008,,,,25354,22287,21517,23243,25361,22642,21166,20812,20607,20926,23404,23385
14-563-053874-2004,28862,29180,30749,28670,29779,30231,28526,28078,24519,28344,29780,29360,30308,21853,27721
06-563-015509-2004,5,13,0,5,2,1,5,0,4,,,,,,
06-563-015555-2004,111,407,143,5,75,256,11,22,0,,,,,,
21-563-13539-2004,411,374,538,506,436,559,144,755,60,61,0,,,,
03-563-012996-2004,4825,5078,5295,4177,4316,4303,4297,3826,4016,3621,3314,4485,4542,4735,4313
17-563-013210-2004,4097,4767,3624,37794,21804,44436,49387,47287,36158,36484,36036,36248,42242,39629,33155
01-563-074504-2004,67303,74085,41514,34055,14962,20136,8161,4990,4283,1143,9,7,6,5,7
13-563-010858-2004,20683,22461,22081,22238,18205,25326,26001,19443,21156,24609,22688,23512,25540,24809,19921
22-563-011302-2004,112705,98732,119239,110483,98016,68118,76100,102229,72765,49722,54355,60453,63744,52335,52715
14-563-47679-2007,,,,61860,43061,49826,46690,46890,47270,43972,44719,48444,57733,69011,63325
12-563-43428-2004,193679,220196,221387,235170,171778,222967,214182,195110,209129,204217,197126,188539,197266,201563,173379
12-563-41801-2004,4614,4728,5207,7340,4004,4145,4400,3883,3861,4447,4253,4544,3969,4563,4228
12-563-3211-2007,,,,11461,11901,13296,12819,14967,14066,13557,12195,11971,11375,11719,11301
21-563-12422-2004,104149,92761,87748,74477,38634,58371,66491,91814,70557,10200,18059,26691,24517,25814,12449
12-563-42110-2004,1232,1214,1259,930,615,543,402,180,0,,,,,,
09-563-4721-04,177417,166084,170375,134158,135292,174520,172456,131191,153519,125754,140800,92428,140145,102066,100511
22-563-011940-2004,48731,14559,41704,32949,6609,35348,34870,16303,36521,36356,29946,35704,36663,35755,36112
14-563-052394-2004,13666,13676,12760,12244,12600,12553,13072,12529,12759,12492,11570,11144,11754,12090,12878
12-563-12942-2009,,,,21959,17827,20944,19025,19556,18870,18789,19867,21630,25404,24860,19102
21-563-12180-2004,20692,18847,20805,9595,10174,10167,13369,13573,13488,13799,14234,17028,15388,15104,18343
18-563-011979-2004,756,436,444,518,572,604,1528,547,567,509,467,538,3004,2326,548
SE-22-563-7615-2012,,,,,,,,,256532,265169,223511,230478,254477,258087,235026
01-563-47900-2008,,,,60,260,226,0,0,0,,,,,,
12-563-39920-2004,47447,5212,4514,4013,3092,2344,2144,2009,0,,,,,,
25-563-16920-04,266194,254270,279370,353256,296571,426415,434455,443998,432463,438736,408592,445032,473053,436371,440030
25-563-16924-04,82428,93264,135509,109059,90083,142037,137019,133182,127841,128239,113917,121792,132750,133393,124390
25-563-16922-04,90050,91970,96299,110280,73568,115578,115087,107090,108797,108239,106150,110354,106181,83051,103656
07-563-007481-2004,2950,4651,4126,1812,1068,698,914,567,549,315,421,185,201,819,290
25-563-16776-04,83436,69585,104750,106978,68199,99400,92684,110186,113832,87705,56817,103827,96991,86928,39247
05-563-018714-2004,20768,21693,34345,24708,26536,27426,27773,23396,23768,21172,18018,11109,22330,23871,4747
14-563-068865-2004,3844,4047,3847,3849,3576,3620,3372,3424,3475,3446,2081,0,0,0,0
22-563-009341-2004,13017,10682,17526,15936,14355,16801,11431,12676,9605,8791,8837,14839,16252,14799,14060
14-563-004149-2005,5882,48095,13274,28234,24561,24393,16657,3160,1564,3261,9917,26344,42804,50462,47495
14-563-052659-2004,13547,13995,14992,16526,16756,18148,17731,18833,17505,15951,15705,17940,18605,20665,20109
12-563-48835-2004,88816,100608,93241,92363,55979,85647,76123,76031,66885,76806,82829,79668,93921,90816,100937
17-563-010629-2004,2390,1769,2464,1730,1729,2542,12029,6414,4262,4034,4215,5550,9546,11751,11229
19-563-11190-04,244087,209125,224331,233261,152353,215734,248169,210520,206091,219215,220393,237719,239679,200998,201943
06-563-012661-2004,9365,9046,10063,9649,10270,10386,10209,10784,11853,11259,11498,11920,12039,4734,5514
12-563-39624-04,0,0,0,0,0,0,0,0,31314,19045,32986,29638,29378,36078,41350
01-563-066582-2004,145965,138692,142940,157962,141734,159454,124254,122393,133652,137441,127611,141499,147379,145135,116474
19-563-13098-04,0,0,0,0,0,0,0,0,0,Not Reported,,,,,
08-563-009616-2004,7433,7165,6481,5873,2446,2687,1893,1611,1076,,,,,,
22-563-012769-2004,36143,31197,25145,40065,36906,39035,29863,35685,42742,22370,17800,18779,17002,22477,20602
18-563-013320-2004,0,0,0,27839,21199,27248,28376,28058,27405,36413,33931,34117,33459,35035,37548
20-563-015326-2004,33311,37529,40537,61511,25079,46617,50383,43931,44106,38180,39458,42268,45194,44679,37288
05-563-27235-07,,,,33696,18339,28270,28974,25782,25154,24411,24232,27001,26688,24786,21219
21-563-13214-2004,44286,44749,51461,100061,54824,83523,93375,81654,78029,84465,82796,75464,88434,80049,72527
04-563-010788-2004,77175,76398,72112,65536,27165,64611,64218,48964,45114,38764,55220,46000,45530,42248,58913
01-563-074487-2004,0,0,13,0,0,0,0,0,0,0,,,,,
01-563-074492-2004,0,0,16,0,0,0,0,0,0,0,,,,,
01-563-074502-2004,0,0,0,0,0,0,0,0,0,0,,,,,
01-563-074503-2004,0,0,0,0,0,0,0,0,0,0,,,,,
08-563-009672-2004,315,183,166,212,2,25,32,0,0,0,,,,,
21-563-9767-2004,1620,763,678,445,268,155,62,68,119,80,31,33,16,110,37
12-563-44524-2004,1228,422,0,0,0,0,0,0,0,0,,,,,
12-563-47105-2004,0,0,0,0,0,0,0,0,0,,,,,,
08-563-009673-2004,0,0,0,0,0,0,0,0,0,0,,,,,
08-563-009670-2004,0,0,0,0,0,0,0,0,0,0,,,,,
SE-01-563-045090-2015,,,,,,,,,,,,0,0,0,0
06-563-012662-2004,7133,7038,6882,7407,7518,8083,7972,6320,6728,6137,7312,7070,7171,7759,7232
12-563-43989-2004,8,0,0,3,16,45,0,3,35,,,,,,
13-563-010737-2004,163838,170816,173494,163321,144662,161048,146071,133060,6702,,,,,,
14-563-052091-2004,572487,542867,474995,539306,496876,557207,473110,515636,510343,491235,532820,503504,461299,536000,570427
14-563-055527-2004,1169944,1704306,1627775,1769903,1777932,1672852,1735310,1823198,1457376,1639901,1709050,1428122,1583787,1625082,1110026
07-563-005240-2004,17,1,0,0,35,0,0,0,0,0,,,,,
07-563-005234-2004,0,8,0,0,3,0,0,0,0,,,,,,
17-563-011712-2004,20590,19642,20305,15148,14565,15749,10872,12139,11932,13120,15399,15748,14361,8981,9989
20-563-014011-2004,129746,125160,120418,119818,87761,91971,83772,70856,82950,84037,96255,90963,100460,68965,86658
14-563-057425-2004,6676,6560,8174,13417,12835,12469,10930,9794,10584,9139,10511,10126,9428,10018,10260
25-563-16416-2004,28831,29392,30398,27899,35972,34586,30186,29103,26550,33397,22723,17134,18435,13814,12181
24-563-013133-2004,65482,49667,61535,51143,39832,42436,28602,27554,27348,28434,25837,28285,31540,30869,29729
25-563-17244-04,1246631,1210573,1366594,1252730,869053,1441758,1310697,1009389,1213472,1185962,884873,1510961,1302189,1058183,1757348
04-563-011683-2004,2419500,2209902,2308250,2334970,951803,2172251,2201056,1535457,1460204,1536504,2151437,1501718,1531026,1462246,2060577
20-563-014920-2004,95354,86546,78135,44915,38680,32156,17134,27968,37240,37929,26936,20289,12206,27304,14326
12-563-31805-2004,26198,27658,28086,26498,25673,24632,24297,23116,25518,24451,23264,27904,28887,25662,26689
21-563-13061-2004,17612,19635,20546,16567,14145,14968,17372,16312,19289,18210,16963,17780,18676,12167,17744
19-563-11220-04,729,726,698,676,463,733,864,851,943,888,956,1027,1064,1217,1044
12-563-37090-2004,33765,33227,37068,30775,11262,14423,12842,13447,37674,37572,35648,33434,11442,21879,29178
17-563-011951-2004,5809,6411,6333,19858,12490,14693,14779,13494,12621,12343,12077,11111,12670,11539,9284
17-563-010645-2004,233669,136425,66367,63208,71775,93442,69918,63989,55124,49855,53498,53428,55451,49764,55786
14-563-068394-2004,0,1,0,0,0,0,0,0,0,,,,,,
03-563-012671-2004,45629,75156,45849,16103,15777,28287,23929,12247,9494,10753,8400,666,1025,558,381
05-563-17905-04,72695,42433,48540,50997,40351,32499,35612,29464,26853,11804,11701,11489,10609,15739,15943
14-563-068866-2004,15898,17310,12066,15025,11772,14877,12190,11272,10629,9611,9618,11367,13308,13406,13059
14-563-056947-2004,353882,365026,461101,383740,317219,349392,356913,336074,317759,334984,342674,369441,398710,428891,422925
09-563-5614-04,1463368,1660017,1408282,1541171,1408645,1481639,1572791,1729113,1578746,1576771,1763629,1741741,1601841,1740412,1536480
25-563-15784-2004,91079,85483,49800,24355,25525,16502,22053,24133,15030,9959,10417,13015,10079,10277,12182
05-563-18517-2004,7174,7537,8485,8013,9374,9155,9464,9560,9550,9169,8649,8632,9979,9292,9691
14-563-052342-2004,534435,524195,462623,522275,492838,537926,485835,533969,470446,489173,465990,535225,522459,547101,456632
20-563-013609-04,28638,40746,6601,5786,1602,2916,3296,2292,4929,1764,3410,2626,2537,0,0
13-563-011900-2004,80568,78335,45959,52796,37545,36566,30569,29653,14062,13801,14381,14219,10170,11655,9526
24-563-7145-2007,,,Not Reported,10847,1321,1158,1285,1090,172,406,,,,,
17-563-009592-2004,265,1669,70,54,72,1010,40,40,36,59,96,121,41,24,21
12-563-40900-2004,34540,20710,6957,4739,4248,4279,4393,4957,5539,5496,5337,5824,5625,5492,7878
08-563-010272-2004,50315,76713,67551,60049,51143,66051,61062,63230,43710,32740,15159,23056,14211,15703,10974
10-563-006110-2004,47181,55002,57462,65735,55557,70064,65896,68092,57631,29483,28315,17007,9852,36303,8708
13-563-9967-04,32732,54406,30493,26673,34175,20554,13725,9601,4869,25318,4696,10084,10624,8436,6596
17-563-8715-07,,,9,2,1,2,72,22,6,1,0,0,0,3,0
04-563-17031-2007,,,,17573,14448,16198,16331,13077,12913,13993,13503,13777,15165,16522,15870
21-563-12503-2004,9659,9659,6662,8353,4682,10159,8030,6378,5800,5965,5291,6276,3477,7353,8723
SE-14-563-37411-2012,,,,,,,,,88428,109638,129126,118750,162922,165316,181727
19-563-11723-04,5562,5624,6231,5643,4157,5885,6306,5977,4660,5045,4831,5327,4729,4389,4200
01-563-47902-2008,,,,25,109,270,0,23,0,,,,,,
06-563-012517-2004,10014,11053,11551,13134,14536,15402,15790,16631,16633,16404,17295,14469,8360,8149,9718
SE-19-563-0006045-2012,,,,,,,,,48784,51852,35928,51552,41030,30624,27692
17-563-012162-2004,335,3720,648,9224,4430,2675,0,0,0,0,0,0,0,0,0
23-563-10844-04,100,46,102,306,139,592,31,69,118,67,62,53,18,60,24
22-563-012707-2004,71654,83447,90466,66340,75017,82124,66657,19756,15855,13190,17709,31733,41902,77206,58967
SI-35433-23-2004,90638,93006,88300,97418,78144,94564,96067,98538,98746,101921,95712,96288,105165,108454,111292
SI-35433-81-2004,31780,33631,31737,25295,24605,26888,24409,23073,24863,24098,24027,24712,24825,22171,24071
SI-35485-64-2014-4,10516,10441,9466,9503,6418,7515,7484,5480,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded
SI-35433-22-2004,31984,29722,30976,29666,29543,29467,30124,30038,27572,25365,19959,23575,22816,22074,21448
SI-35433-38-2004,18400,18341,16620,16726,10868,14675,16126,9283,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded
SI-35433-53-2004,15975,15390,20616,11053,10669,13626,14552,17780,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded,Excluded
SI-35433-75-2004,92578,111012,99347,96237,70000,93332,92717,64553,58005,54128,58132,58203,58098,58496,57073
SI-35433-69-2004,29228,28829,26360,25590,23408,25556,26660,26248,28234,30517,31932,32115,33748,33332,33057
SI-35433-4-2004,71995,72820,70682,64700,66024,69858,61410,71327,70429,70276,69244,72280,73765,72927,75391
SI-35433-29-2004,343602,365452,365843,359693,213980,194199,86034,42797,198066,141476,11939,170,51,0,0
SI-35433-55-2004,3456,3482,3375,3030,2454,2881,2687,2586,2434,2165,2092,2120,1841,1622,824
